0,49.99664052679918,49.99664052679918,"[4.773779956687895, -1.433860175910778, -0.8551252982077603, -4.958167049789568, 4.44595715384647, -0.2482450300624847, -0.7537026388903224, 0.4491881653223088, -3.541382360183519, 4.272737878608619]"
1,148.4061195463335,198.4027600731327,"[3.4373312478215996, -2.3998693532792843, -2.4811682804643818, -1.9595589733722796, 1.005407459717689, -0.5536811766136978, -0.5782976486616098, -1.1633534771186276, -3.696525873373309, 1.4098389039609442]"
2,169.0206000359036,367.4233601090363,"[4.732770963050129, -3.3753687538283335, -4.0044007501046375, 2.3618896001536545, -1.0553633076734676, -3.0943349621501763, -0.45686959516357983, -1.1757853803726048, -4.550260781257553, 0.16189277909975516]"
3,166.78220080527444,534.2055609143108,"[2.5675766471837123, -2.6850322634964896, -1.8518068928971674, 3.8348280799859693, -2.6923697143542737, -3.360116884446712, 0.32293127698374613, -1.3198248089255564, -2.4874213845899438, 1.575851764607925]"
4,153.34313027413933,687.5486911884501,"[-1.668934807845525, -3.40220146152866, -0.5755878320068957, 3.253337165497888, -4.736614899474314, -2.6346191222716158, -0.2847089841631956, -2.579452873968275, -0.3015870377532502, 4.589471974345237]"
5,-35.45508072698084,652.0936104614693,"[-3.873432637632037, -4.545654218928505, -2.5286106906250243, 2.6392150520439324, -4.935044774746372, -4.949394283044676, -1.2576768675788124, -3.1976286515873142, 4.21568673310245, 1.19679906755718]"
6,-51.37691828018983,600.7166921812795,"[0.7975349304410373, -4.438427961933543, -1.9441883816783667, 0.11588646548536835, -2.2150401301439238, -3.6363122444032383, -1.269151859987887, -4.410267396755468, 0.37445166764002263, 1.4680852338654362]"
7,166.94940837773652,767.6661005590161,"[0.6995098730897151, -4.4638433205271895, -0.8160469122281175, -0.24305083929715296, 0.49942885920713315, -3.690518959668574, -2.075310613578624, -4.4067275214420984, -4.4137678304423975, 3.7226816126357773]"
8,165.09337049760313,932.7594710566192,"[1.4080053303313809, -3.040034952925663, -1.9767430196501732, -2.43995967296348, 4.565974534571797, -4.218872283444821, -0.47638734126271465, -4.615383861316248, -3.1088340444228635, 2.8843919568399956]"
9,167.58682039519232,1100.3462914518116,"[4.327798205347827, 0.1708978402336227, -0.5544507168825954, -3.2522235274673954, 3.226752864255494, -2.703078479709937, -2.3701070290102173, -4.6921949320760845, -2.08602083141866, 1.961286442476771]"
10,168.60677698980817,1268.9530684416197,"[4.947218323963442, 2.081173894653284, 0.45285607848145554, 1.7702003596055496, 3.194486047982788, 1.267073912449907, -1.759172615174589, -4.322418190140551, -1.464324524043441, 0.9167821728813619]"
11,160.66672713440846,1429.619795576028,"[3.3798151722085947, 4.729852039621789, 0.45832812819999885, 4.089721493041578, 3.876781160557741, 4.112504063424863, -1.5824749345626505, -4.618614440549888, -4.425188761807921, -0.4189202554891296]"
12,159.66198155438246,1589.2817771304105,"[2.1913336277963196, 4.567793600803071, -0.13722010100059776, -1.1339465984593267, 3.0228007332846207, 1.8943811287981795, -2.66952525328212, -3.6478299085792463, -4.798368938499287, 0.35585751473846766]"
13,158.44858288571555,1747.730360016126,"[1.1601190857411003, 2.3725012139551707, -3.46983764462998, -4.978279956999065, 0.3886850191170509, 1.7542699101615726, -1.810423648002195, -3.021174134939507, -4.014898004525176, -1.4292679401759443]"
14,144.0941762205837,1891.8245362367097,"[-0.1815680984501376, 0.17672029053530508, -3.980265020232854, -3.4799941373570737, -3.2238761324178755, -0.06679020246191947, 0.8287469251705206, -4.590101084313159, -1.7748556470204357, -4.417170475480241]"
15,-61.2816305865775,1830.5429056501323,"[1.7540633502182335, 0.6416880734611433, -3.6678094049811616, 0.4232734839663523, -4.753695298485015, -2.50563186128149, 3.707508616039997, -3.8990986363788447, -3.0848132887320907, -3.2403802819189274]"
16,121.44543310742105,1951.9883387575533,"[0.8897125899566689, 1.2177151014286502, -4.489018047324262, 3.7223747587076175, -2.655098281034693, -3.036440322696816, 4.177632546076932, -4.001573586480373, -1.837094961363325, -0.6292470331613693]"
17,133.4030901383416,2085.391428895895,"[1.9912761664729983, 1.1021910449152426, -2.7382119865978054, 3.768556994972343, -4.435012890537273, -1.4273581453865827, 0.735081492798368, -3.4140731769094335, -1.0283890620798384, 1.517294374797867]"
18,130.80729656216917,2216.198725458064,"[0.43045445876037663, -0.7740863589433731, -1.450815024844625, 0.7860092646281377, -2.9719716951687984, -1.4860896364172915, -2.8955629413810846, -0.4383544067964796, -0.17704440996325504, 4.2725402180690555]"
19,138.23995903911347,2354.4386844971773,"[-0.018074612704450176, -1.8089336124953737, -1.8776921170359724, -2.8933200668800665, -1.4830317170147433, 0.8691915749339016, -4.670602432034511, -0.32761734748516996, -1.1066993995711498, 1.3195627390966396]"
20,-79.96111786774432,2274.477566629433,"[-1.4577989123028363, -4.642510002612432, -1.8246206192902974, -3.588358733134461, -1.4304598982182397, 0.3773652976430052, -3.7378846063739557, -0.5533551632966895, 1.5059257097846497, -2.9811444175455306]"
21,-104.95076774831375,2169.5267988811192,"[0.40328166901905016, -1.5301315209493753, 0.027687577779776856, -4.355674735164205, -2.5312057882032883, 4.325097753325171, -2.1028187895846036, 1.2058430992691187, 1.1599206246577394, -3.677742435939595]"
22,126.18174178736737,2295.7085406684864,"[0.19765872512173144, -0.958893466325094, -0.31056957075210057, -3.6612852600615886, -1.531299954624163, 2.567403491013697, 0.5845549311103762, 2.5414617962178148, 1.4709938874279431, -2.534234732626846]"
