0,49.995817111647796,49.995817111647796,"[4.77434960987164, -1.4334002738754825, -0.854951773244325, -4.958598760951763, 4.446150058427385, -0.24860682361918565, -0.7535878703830019, 0.4486433333014149, -3.541178137938326, 4.272473135049435]"
1,148.40584020274866,198.40165731439646,"[3.4373643328239285, -2.3997123958126063, -2.4814241494829905, -1.959600805418114, 1.005607542510367, -0.5535105783997482, -0.5785403554413838, -1.1634090260260204, -3.6965301400901045, 1.409486786100627]"
2,169.02028763505018,367.42194494944664,"[4.732399022143092, -3.3748999944534237, -4.0041772735661025, 2.3614865320642004, -1.0550417953001112, -3.094217161682339, -0.4566302387331306, -1.1758024503262503, -4.5506769723084375, 0.16200117703927774]"
3,166.78139025316102,534.2033352026076,"[2.5679444134221394, -2.684859985268296, -1.8518131640393052, 3.834931621633687, -2.6923372307762707, -3.359724528446927, 0.32262743815092665, -1.3203187616092245, -2.4874408798551753, 1.5756291251843948]"
4,153.3420696303701,687.5454048329777,"[-1.668861441117449, -3.4023708026991555, -0.5758365035993871, 3.2530058175373586, -4.735994588654585, -2.634661263222241, -0.2847399409747196, -2.579700184148151, -0.30138993101806577, 4.589409920499597]"
5,-35.45544306772095,652.0899617652568,"[-3.873243445728798, -4.545159905471311, -2.5285447514190293, 2.6397086899098907, -4.935078220960446, -4.9496668400521475, -1.2578339056953087, -3.19746076497707, 4.2152950870909836, 1.1963707535999735]"
6,-50.734364269087614,601.3555974961693,"[0.5430339596826905, -4.438420707884472, -1.9444493618717795, 0.1168954294831295, -2.214799158113239, -3.6367108142468174, -1.269228922033876, -4.409934113449748, 0.37419200082240833, 1.4685954672266923]"
7,167.19764264915648,768.5532401453257,"[0.5377872110944959, -4.464202835337931, -0.8157946756310792, -0.24280921003157294, 0.4991555999156192, -3.6906506966805637, -2.075458719419587, -4.406458655316583, -4.4141873741123625, 3.7231804662261996]"
8,165.09325345916338,933.6464936044891,"[1.4081785800755215, -3.0403835505486994, -1.9769194831458567, -2.4398624514821177, 4.566051358139287, -4.2191497767982895, -0.4759864110851787, -4.615525922582618, -3.1087615640156705, 2.884210527227943]"
9,167.58559362810257,1101.2320872325918,"[4.327937715105226, 0.17114083263669067, -0.5539164293594996, -3.2520909417093122, 3.2266198107745128, -2.702933058509168, -2.3701130543122133, -4.692081754278261, -2.085953001908634, 1.9615067091316836]"
10,168.60600621290084,1269.8380934454926,"[4.947281027862175, 2.0813168124980597, 0.453312214826179, 1.7704858737030031, 3.194458453828437, 1.2668561249825405, -1.7591813706436197, -4.322380830178132, -1.4648040971064895, 0.9170157576067947]"
11,160.66530220787035,1430.503395653363,"[3.3796460615471733, 4.730036669668886, 0.45757010017079913, 4.090418517798996, 3.8764172641791186, 4.112278870394587, -1.5829853073240243, -4.619664464442481, -4.425262734584008, -0.4183369565420541]"
12,159.662611133779,1590.166006787142,"[2.191485406816059, 4.567385496539743, -0.13714986189106512, -1.1340532072310445, 3.0226010896718987, 1.8949894909599407, -2.6698739109348937, -3.6473876548371607, -4.798235557280342, 0.35571970153607013]"
13,158.4497188336899,1748.6157256208319,"[1.1602411642362538, 2.372137486374222, -3.469952502779875, -4.978239256549495, 0.38888201431658387, 1.7540792592585643, -1.8103294190128225, -3.021193506449683, -4.0148317858349944, -1.4289080636611415]"
14,144.09681534398456,1892.7125409648165,"[-0.180670018636479, 0.17652903685180404, -3.9803349031328747, -3.479741661648104, -3.224203389635717, -0.06685737719196332, 0.828713339053484, -4.590330738856185, -1.7741395795022117, -4.416835189895924]"
